station_abbr;reference_timestamp;ths200dn;ths200dx;ths200d0;th9120dv;th91dndv;th91dxdv
BAS;20.05.1865 00:00;;;16.2;1.1;;
BAS;21.05.1865 00:00;;;18.2;3;;
BAS;22.05.1865 00:00;;;16.6;1.3;;
BAS;23.05.1865 00:00;;;18;2.5;;
BAS;24.05.1865 00:00;;;13.1;-2.5;;
BAS;25.05.1865 00:00;;;13;-2.7;;
BAS;26.05.1865 00:00;;;15;-0.8;;
BAS;27.05.1865 00:00;;;17;1;;
BAS;28.05.1865 00:00;;;19.2;3.1;;
BAS;29.05.1865 00:00;;;18.8;2.6;;
BAS;30.05.1865 00:00;;;21.5;5.2;;
BAS;31.05.1865 00:00;;;19.2;2.8;;
BAS;01.06.1865 00:00;;;20.1;3.4;;
BAS;02.06.1865 00:00;;;16.4;-0.4;;
BAS;03.06.1865 00:00;;;16.5;-0.4;;
BAS;04.06.1865 00:00;;;15.3;-1.8;;
BAS;05.06.1865 00:00;;;16.2;-1;;
BAS;06.06.1865 00:00;;;15.5;-1.8;;
BAS;07.06.1865 00:00;;;17.8;0.4;;
BAS;08.06.1865 00:00;;;16.5;-1;;
BAS;09.06.1865 00:00;;;17.3;-0.3;;
BAS;10.06.1865 00:00;;;20;2.3;;
BAS;11.06.1865 00:00;;;17.1;-0.7;;
BAS;12.06.1865 00:00;;;11.7;-6.2;;
BAS;13.06.1865 00:00;;;12.2;-5.8;;
BAS;14.06.1865 00:00;;;14.4;-3.7;;
BAS;15.06.1865 00:00;;;13.5;-4.7;;
BAS;16.06.1865 00:00;;;14.7;-3.6;;
BAS;17.06.1865 00:00;;;15.4;-3;;
BAS;18.06.1865 00:00;;;13.7;-4.8;;
BAS;19.06.1865 00:00;;;15;-3.6;;
BAS;20.06.1865 00:00;;;16.5;-2.2;;
BAS;21.06.1865 00:00;;;18.4;-0.4;;
BAS;22.06.1865 00:00;;;18.9;0;;
BAS;23.06.1865 00:00;;;18.8;-0.1;;
BAS;24.06.1865 00:00;;;18.1;-0.9;;
BAS;25.06.1865 00:00;;;16.1;-3;;
BAS;26.06.1865 00:00;;;17.3;-1.9;;
BAS;27.06.1865 00:00;;;16.2;-3;;
BAS;28.06.1865 00:00;;;15.8;-3.5;;
BAS;29.06.1865 00:00;;;17.3;-2.1;;
BAS;30.06.1865 00:00;;;14.2;-5.2;;
BAS;01.07.1865 00:00;;;13.8;-5.8;;
BAS;02.07.1865 00:00;;;15.1;-4.5;;
BAS;03.07.1865 00:00;;;16.7;-3;;
BAS;04.07.1865 00:00;;;18.4;-1.4;;
BAS;05.07.1865 00:00;;;19.7;-0.1;;
BAS;06.07.1865 00:00;;;22.7;2.8;;
BAS;07.07.1865 00:00;;;23.3;3.4;;
BAS;08.07.1865 00:00;;;22.7;2.7;;
BAS;09.07.1865 00:00;;;19.8;-0.2;;
BAS;10.07.1865 00:00;;;15.4;-4.6;;
BAS;11.07.1865 00:00;;;16.5;-3.6;;
BAS;12.07.1865 00:00;;;14.5;-5.6;;
BAS;13.07.1865 00:00;;;14.7;-5.5;;
BAS;14.07.1865 00:00;;;19.4;-0.8;;
BAS;15.07.1865 00:00;;;22.6;2.4;;
BAS;16.07.1865 00:00;;;24.5;4.2;;
BAS;17.07.1865 00:00;;;24.8;4.5;;
BAS;18.07.1865 00:00;;;22.5;2.2;;
BAS;19.07.1865 00:00;;;22.6;2.2;;
BAS;20.07.1865 00:00;;;22.9;2.5;;
BAS;21.07.1865 00:00;;;18.2;-2.2;;
BAS;22.07.1865 00:00;;;17.6;-2.8;;
BAS;23.07.1865 00:00;;;18.5;-2;;
BAS;24.07.1865 00:00;;;18.4;-2.1;;
BAS;25.07.1865 00:00;;;19;-1.5;;
BAS;26.07.1865 00:00;;;19.3;-1.2;;
BAS;27.07.1865 00:00;;;20.3;-0.2;;
BAS;28.07.1865 00:00;;;19.1;-1.4;;
BAS;29.07.1865 00:00;;;19.3;-1.3;;
BAS;30.07.1865 00:00;;;19.6;-1;;
BAS;31.07.1865 00:00;;;18.7;-1.9;;
BAS;01.08.1865 00:00;;;16.9;-3.7;;
BAS;02.08.1865 00:00;;;15.7;-4.9;;
BAS;03.08.1865 00:00;;;13.4;-7.2;;
BAS;04.08.1865 00:00;;;12.1;-8.4;;
BAS;05.08.1865 00:00;;;13.4;-7.1;;
BAS;06.08.1865 00:00;;;13.7;-6.8;;
BAS;07.08.1865 00:00;;;14.8;-5.7;;
BAS;08.08.1865 00:00;;;14.2;-6.2;;
BAS;09.08.1865 00:00;;;15.2;-5.2;;
BAS;10.08.1865 00:00;;;17.4;-2.9;;
BAS;11.08.1865 00:00;;;19.5;-0.8;;
BAS;12.08.1865 00:00;;;20.6;0.4;;
BAS;13.08.1865 00:00;;;18.1;-2.1;;
BAS;14.08.1865 00:00;;;16.2;-3.9;;
BAS;15.08.1865 00:00;;;16.3;-3.7;;
BAS;16.08.1865 00:00;;;16.5;-3.4;;
BAS;17.08.1865 00:00;;;16;-3.8;;
BAS;18.08.1865 00:00;;;15.1;-4.6;;
BAS;19.08.1865 00:00;;;15.5;-4.1;;
BAS;20.08.1865 00:00;;;16.6;-2.9;;
BAS;21.08.1865 00:00;;;18.6;-0.8;;
BAS;22.08.1865 00:00;;;16.8;-2.5;;
BAS;23.08.1865 00:00;;;17.9;-1.3;;
BAS;24.08.1865 00:00;;;16.2;-2.9;;
BAS;25.08.1865 00:00;;;14.5;-4.4;;
BAS;26.08.1865 00:00;;;17.1;-1.7;;
BAS;27.08.1865 00:00;;;19.9;1.2;;
BAS;28.08.1865 00:00;;;22.1;3.6;;
BAS;29.08.1865 00:00;;;18.6;0.2;;
BAS;30.08.1865 00:00;;;15.4;-2.8;;
BAS;31.08.1865 00:00;;;13.2;-4.8;;
BAS;01.09.1865 00:00;;;15.1;-2.6;;
BAS;02.09.1865 00:00;;;16.6;-0.9;;
BAS;03.09.1865 00:00;;;16.1;-1.2;;
BAS;04.09.1865 00:00;;;16.9;-0.3;;
BAS;05.09.1865 00:00;;;17.7;0.7;;
BAS;06.09.1865 00:00;;;18.2;1.4;;
BAS;07.09.1865 00:00;;;17.5;0.8;;
BAS;08.09.1865 00:00;;;18.8;2.3;;
BAS;09.09.1865 00:00;;;19.1;2.8;;
BAS;10.09.1865 00:00;;;20.2;4;;
BAS;11.09.1865 00:00;;;20.4;4.4;;
BAS;12.09.1865 00:00;;;16.5;0.6;;
BAS;13.09.1865 00:00;;;12.9;-2.8;;
BAS;14.09.1865 00:00;;;13.6;-2;;
BAS;15.09.1865 00:00;;;14.6;-0.8;;
BAS;16.09.1865 00:00;;;14.2;-1.1;;
BAS;17.09.1865 00:00;;;14;-1.1;;
BAS;18.09.1865 00:00;;;15.1;0.1;;
BAS;19.09.1865 00:00;;;14.2;-0.6;;
BAS;20.09.1865 00:00;;;14.6;-0.1;;
BAS;21.09.1865 00:00;;;15.8;1.3;;
BAS;22.09.1865 00:00;;;14.7;0.3;;
BAS;23.09.1865 00:00;;;13.2;-1.1;;
BAS;24.09.1865 00:00;;;12.4;-1.7;;
BAS;25.09.1865 00:00;;;12.8;-1.2;;
BAS;26.09.1865 00:00;;;14.1;0.2;;
BAS;27.09.1865 00:00;;;13.6;-0.2;;
BAS;28.09.1865 00:00;;;13.2;-0.4;;
BAS;29.09.1865 00:00;;;12.5;-1;;
BAS;30.09.1865 00:00;;;10.7;-2.7;;
BAS;01.10.1865 00:00;;;12.4;-0.8;;
BAS;02.10.1865 00:00;;;11.7;-1.4;;
BAS;03.10.1865 00:00;;;11.7;-1.2;;
BAS;04.10.1865 00:00;;;11.7;-1.1;;
BAS;05.10.1865 00:00;;;8.5;-4.2;;
BAS;06.10.1865 00:00;;;7.9;-4.7;;
BAS;07.10.1865 00:00;;;8.9;-3.5;;
BAS;08.10.1865 00:00;;;12.4;0.1;;
BAS;09.10.1865 00:00;;;13.6;1.4;;
BAS;10.10.1865 00:00;;;12;0;;
BAS;11.10.1865 00:00;;;11.9;0;;
BAS;12.10.1865 00:00;;;9.7;-2.1;;
BAS;13.10.1865 00:00;;;9.9;-1.7;;
BAS;14.10.1865 00:00;;;8;-3.5;;
BAS;15.10.1865 00:00;;;8;-3.3;;
BAS;16.10.1865 00:00;;;6.7;-4.5;;
BAS;17.10.1865 00:00;;;7.3;-3.7;;
BAS;18.10.1865 00:00;;;9.7;-1.2;;
BAS;19.10.1865 00:00;;;9.7;-1;;
BAS;20.10.1865 00:00;;;8.8;-1.8;;
BAS;21.10.1865 00:00;;;7.6;-2.8;;
BAS;22.10.1865 00:00;;;10.3;0;;
BAS;23.10.1865 00:00;;;9.8;-0.3;;
BAS;24.10.1865 00:00;;;10.7;0.8;;
BAS;25.10.1865 00:00;;;10.5;0.7;;
BAS;26.10.1865 00:00;;;9.9;0.3;;
BAS;27.10.1865 00:00;;;11.1;1.7;;
BAS;28.10.1865 00:00;;;7.4;-1.8;;
BAS;29.10.1865 00:00;;;6.2;-2.9;;
BAS;30.10.1865 00:00;;;10.5;1.6;;
BAS;31.10.1865 00:00;;;9;0.3;;
BAS;01.11.1865 00:00;;;6.1;-2.2;;
BAS;02.11.1865 00:00;;;6.6;-1.5;;
BAS;03.11.1865 00:00;;;5.1;-2.8;;
BAS;04.11.1865 00:00;;;3.9;-3.9;;
BAS;05.11.1865 00:00;;;4.4;-3.2;;
BAS;06.11.1865 00:00;;;5.5;-1.9;;
BAS;07.11.1865 00:00;;;5.6;-1.6;;
BAS;08.11.1865 00:00;;;4.8;-2.3;;
BAS;09.11.1865 00:00;;;5.2;-1.7;;
BAS;10.11.1865 00:00;;;5.4;-1.3;;
BAS;11.11.1865 00:00;;;0.9;-5.7;;
BAS;12.11.1865 00:00;;;0;-6.4;;
BAS;13.11.1865 00:00;;;1.1;-5.2;;
BAS;14.11.1865 00:00;;;1;-5.1;;
BAS;15.11.1865 00:00;;;0.1;-5.9;;
BAS;16.11.1865 00:00;;;2.4;-3.4;;
BAS;17.11.1865 00:00;;;4.8;-0.9;;
BAS;18.11.1865 00:00;;;7.3;1.8;;
BAS;19.11.1865 00:00;;;4.1;-1.3;;
BAS;20.11.1865 00:00;;;4.2;-1.1;;
BAS;21.11.1865 00:00;;;6.7;1.6;;
BAS;22.11.1865 00:00;;;10.5;5.5;;
BAS;23.11.1865 00:00;;;13.3;8.4;;
BAS;24.11.1865 00:00;;;8.4;3.6;;
BAS;25.11.1865 00:00;;;10.1;5.5;;
BAS;26.11.1865 00:00;;;8.9;4.4;;
BAS;27.11.1865 00:00;;;6.8;2.4;;
BAS;28.11.1865 00:00;;;6.7;2.4;;
BAS;29.11.1865 00:00;;;6.6;2.4;;
BAS;30.11.1865 00:00;;;4.7;0.6;;
BAS;01.12.1865 00:00;;;4;0.1;;
BAS;02.12.1865 00:00;;;4.4;0.6;;
BAS;03.12.1865 00:00;;;3.5;-0.2;;
BAS;04.12.1865 00:00;;;2.8;-0.8;;
BAS;05.12.1865 00:00;;;4.3;0.8;;
BAS;06.12.1865 00:00;;;4.1;0.6;;
BAS;07.12.1865 00:00;;;2.7;-0.7;;
BAS;08.12.1865 00:00;;;1.4;-1.9;;
BAS;09.12.1865 00:00;;;0.7;-2.5;;
BAS;10.12.1865 00:00;;;-0.6;-3.8;;
BAS;11.12.1865 00:00;;;-0.7;-3.8;;
BAS;12.12.1865 00:00;;;-1.4;-4.4;;
BAS;13.12.1865 00:00;;;-3.6;-6.6;;
BAS;14.12.1865 00:00;;;-5.4;-8.3;;
BAS;15.12.1865 00:00;;;-2.3;-5.1;;
BAS;16.12.1865 00:00;;;-5.2;-8;;
BAS;17.12.1865 00:00;;;-2.2;-4.9;;
BAS;18.12.1865 00:00;;;1.2;-1.5;;
BAS;19.12.1865 00:00;;;-1;-3.6;;
BAS;20.12.1865 00:00;;;-2.3;-4.9;;
BAS;21.12.1865 00:00;;;-3.4;-6;;
BAS;22.12.1865 00:00;;;-5.2;-7.7;;
BAS;23.12.1865 00:00;;;-4.3;-6.8;;
BAS;24.12.1865 00:00;;;-3.9;-6.3;;
BAS;25.12.1865 00:00;;;-5.3;-7.7;;
BAS;26.12.1865 00:00;;;-4.6;-7;;
BAS;27.12.1865 00:00;;;-4.7;-7.1;;
BAS;28.12.1865 00:00;;;-4.1;-6.4;;
BAS;29.12.1865 00:00;;;-3.2;-5.5;;
BAS;30.12.1865 00:00;;;-0.1;-2.4;;
BAS;31.12.1865 00:00;;;0.7;-1.6;;
BAS;01.01.1866 00:00;;;1.6;-0.6;;
BAS;02.01.1866 00:00;;;1.7;-0.5;;
BAS;03.01.1866 00:00;;;2.8;0.6;;
BAS;04.01.1866 00:00;;;1.1;-1.1;;
BAS;05.01.1866 00:00;;;-0.6;-2.8;;
BAS;06.01.1866 00:00;;;0.2;-2;;
BAS;07.01.1866 00:00;;;0.6;-1.6;;
BAS;08.01.1866 00:00;;;5.2;3;;
BAS;09.01.1866 00:00;;;4.1;1.9;;
BAS;10.01.1866 00:00;;;2.8;0.6;;
BAS;11.01.1866 00:00;;;4.9;2.7;;
BAS;12.01.1866 00:00;;;0.4;-1.8;;
BAS;13.01.1866 00:00;;;1;-1.2;;
BAS;14.01.1866 00:00;;;5;2.8;;
BAS;15.01.1866 00:00;;;5.7;3.5;;
BAS;16.01.1866 00:00;;;5.5;3.3;;
BAS;17.01.1866 00:00;;;5.1;2.9;;
BAS;18.01.1866 00:00;;;4.9;2.7;;
BAS;19.01.1866 00:00;;;4.7;2.5;;
BAS;20.01.1866 00:00;;;4.8;2.6;;
BAS;21.01.1866 00:00;;;4.1;1.9;;
BAS;22.01.1866 00:00;;;2.8;0.6;;
BAS;23.01.1866 00:00;;;4.2;2;;
BAS;24.01.1866 00:00;;;1.9;-0.3;;
BAS;25.01.1866 00:00;;;0.3;-1.9;;
BAS;26.01.1866 00:00;;;0;-2.2;;
BAS;27.01.1866 00:00;;;1.2;-1;;
BAS;28.01.1866 00:00;;;1.6;-0.6;;
BAS;29.01.1866 00:00;;;6.3;4.1;;
BAS;30.01.1866 00:00;;;5.4;3.2;;
BAS;31.01.1866 00:00;;;4.7;2.4;;
BAS;01.02.1866 00:00;;;9.1;6.8;;
BAS;02.02.1866 00:00;;;13;10.7;;
BAS;03.02.1866 00:00;;;6.8;4.5;;
BAS;04.02.1866 00:00;;;5;2.6;;
BAS;05.02.1866 00:00;;;6.6;4.2;;
BAS;06.02.1866 00:00;;;8.7;6.3;;
BAS;07.02.1866 00:00;;;10.8;8.3;;
BAS;08.02.1866 00:00;;;6.1;3.6;;
BAS;09.02.1866 00:00;;;4.1;1.5;;
BAS;10.02.1866 00:00;;;7.1;4.4;;
BAS;11.02.1866 00:00;;;7.9;5.2;;
BAS;12.02.1866 00:00;;;5.8;3;;
BAS;13.02.1866 00:00;;;3.8;0.9;;
BAS;14.02.1866 00:00;;;1.8;-1.1;;
BAS;15.02.1866 00:00;;;2.5;-0.5;;
BAS;16.02.1866 00:00;;;5.5;2.4;;
BAS;17.02.1866 00:00;;;6.2;3;;
BAS;18.02.1866 00:00;;;5.7;2.4;;
BAS;19.02.1866 00:00;;;1;-2.4;;
BAS;20.02.1866 00:00;;;2.9;-0.6;;
BAS;21.02.1866 00:00;;;2.7;-0.9;;
BAS;22.02.1866 00:00;;;1;-2.7;;
BAS;23.02.1866 00:00;;;4.4;0.5;;
BAS;24.02.1866 00:00;;;4.2;0.2;;
BAS;25.02.1866 00:00;;;0.9;-3.2;;
BAS;26.02.1866 00:00;;;1.5;-2.8;;
BAS;27.02.1866 00:00;;;4.1;-0.3;;
BAS;28.02.1866 00:00;;;5.8;1.2;;
BAS;01.03.1866 00:00;;;4.3;-0.7;;
BAS;02.03.1866 00:00;;;6.9;1.8;;
BAS;03.03.1866 00:00;;;2.8;-2.5;;
BAS;04.03.1866 00:00;;;7.3;1.9;;
BAS;05.03.1866 00:00;;;7.3;1.7;;
BAS;06.03.1866 00:00;;;3.3;-2.4;;
BAS;07.03.1866 00:00;;;5.7;-0.2;;
BAS;08.03.1866 00:00;;;2.8;-3.2;;
BAS;09.03.1866 00:00;;;1.9;-4.2;;
BAS;10.03.1866 00:00;;;0.7;-5.6;;
BAS;11.03.1866 00:00;;;1.4;-5;;
BAS;12.03.1866 00:00;;;2.5;-4;;
BAS;13.03.1866 00:00;;;3.2;-3.5;;
BAS;14.03.1866 00:00;;;-0.5;-7.3;;
BAS;15.03.1866 00:00;;;-0.6;-7.5;;
BAS;16.03.1866 00:00;;;4.3;-2.8;;
BAS;17.03.1866 00:00;;;5.8;-1.4;;
BAS;18.03.1866 00:00;;;4.4;-2.9;;
BAS;19.03.1866 00:00;;;4.8;-2.6;;
BAS;20.03.1866 00:00;;;6.8;-0.7;;
BAS;21.03.1866 00:00;;;4.2;-3.5;;
BAS;22.03.1866 00:00;;;2.9;-4.9;;
BAS;23.03.1866 00:00;;;2.8;-5.1;;
BAS;24.03.1866 00:00;;;6.8;-1.2;;
BAS;25.03.1866 00:00;;;6.4;-1.7;;
BAS;26.03.1866 00:00;;;5.4;-2.9;;
BAS;27.03.1866 00:00;;;6.3;-2.1;;
BAS;28.03.1866 00:00;;;8.3;-0.2;;
BAS;29.03.1866 00:00;;;8.6;0;;
BAS;30.03.1866 00:00;;;9.7;1;;
BAS;31.03.1866 00:00;;;9.6;0.8;;
BAS;01.04.1866 00:00;;;7.3;-1.7;;
BAS;02.04.1866 00:00;;;4.5;-4.6;;
BAS;03.04.1866 00:00;;;7;-2.2;;
BAS;04.04.1866 00:00;;;4.9;-4.4;;
BAS;05.04.1866 00:00;;;7;-2.5;;
BAS;06.04.1866 00:00;;;7.6;-2;;
BAS;07.04.1866 00:00;;;11.2;1.5;;
BAS;08.04.1866 00:00;;;11.2;1.4;;
BAS;09.04.1866 00:00;;;10.1;0.2;;
BAS;10.04.1866 00:00;;;8.3;-1.7;;
BAS;11.04.1866 00:00;;;11.7;1.6;;
BAS;12.04.1866 00:00;;;10.6;0.3;;
BAS;13.04.1866 00:00;;;13;2.6;;
BAS;14.04.1866 00:00;;;10.7;0.2;;
BAS;15.04.1866 00:00;;;8.1;-2.5;;
BAS;16.04.1866 00:00;;;9.2;-1.5;;
BAS;17.04.1866 00:00;;;12.3;1.4;;
BAS;18.04.1866 00:00;;;11.7;0.7;;
BAS;19.04.1866 00:00;;;13.1;2;;
BAS;20.04.1866 00:00;;;11.7;0.5;;
BAS;21.04.1866 00:00;;;8.1;-3.2;;
BAS;22.04.1866 00:00;;;8;-3.5;;
BAS;23.04.1866 00:00;;;6.5;-5.1;;
BAS;24.04.1866 00:00;;;8.6;-3.1;;
BAS;25.04.1866 00:00;;;10.9;-0.9;;
BAS;26.04.1866 00:00;;;12.2;0.2;;
BAS;27.04.1866 00:00;;;14.9;2.8;;
BAS;28.04.1866 00:00;;;18.4;6.2;;
BAS;29.04.1866 00:00;;;13.5;1.2;;
BAS;30.04.1866 00:00;;;9.7;-2.8;;
BAS;01.05.1866 00:00;;;12.5;-0.2;;
BAS;02.05.1866 00:00;;;9.8;-3.1;;
BAS;03.05.1866 00:00;;;11.1;-1.9;;
BAS;04.05.1866 00:00;;;12.4;-0.7;;
BAS;05.05.1866 00:00;;;7.3;-5.9;;
BAS;06.05.1866 00:00;;;10.1;-3.3;;
BAS;07.05.1866 00:00;;;11.7;-1.8;;
BAS;08.05.1866 00:00;;;11.9;-1.7;;
BAS;09.05.1866 00:00;;;15.1;1.4;;
BAS;10.05.1866 00:00;;;13.2;-0.7;;
BAS;11.05.1866 00:00;;;13.6;-0.4;;
BAS;12.05.1866 00:00;;;9.4;-4.7;;
BAS;13.05.1866 00:00;;;8.7;-5.5;;
BAS;14.05.1866 00:00;;;7.2;-7.2;;
BAS;15.05.1866 00:00;;;6.9;-7.6;;
BAS;16.05.1866 00:00;;;8.3;-6.3;;
BAS;17.05.1866 00:00;;;8.4;-6.3;;
BAS;18.05.1866 00:00;;;9.4;-5.5;;
BAS;19.05.1866 00:00;;;10.6;-4.4;;
BAS;20.05.1866 00:00;;;9.5;-5.6;;
BAS;21.05.1866 00:00;;;8.9;-6.3;;
BAS;22.05.1866 00:00;;;9.2;-6.1;;
BAS;23.05.1866 00:00;;;9;-6.5;;
BAS;24.05.1866 00:00;;;10.1;-5.5;;
BAS;25.05.1866 00:00;;;9.3;-6.4;;
BAS;26.05.1866 00:00;;;13.6;-2.2;;
BAS;27.05.1866 00:00;;;12.9;-3.1;;
BAS;28.05.1866 00:00;;;13.7;-2.4;;
BAS;29.05.1866 00:00;;;14.7;-1.5;;
BAS;30.05.1866 00:00;;;13.9;-2.4;;
BAS;31.05.1866 00:00;;;13.5;-2.9;;
BAS;01.06.1866 00:00;;;17.3;0.6;;
BAS;02.06.1866 00:00;;;17.5;0.7;;
BAS;03.06.1866 00:00;;;19.8;2.9;;
BAS;04.06.1866 00:00;;;16.3;-0.8;;
BAS;05.06.1866 00:00;;;16.1;-1.1;;
BAS;06.06.1866 00:00;;;16.5;-0.8;;
BAS;07.06.1866 00:00;;;16.8;-0.6;;
BAS;08.06.1866 00:00;;;18.1;0.6;;
BAS;09.06.1866 00:00;;;19.1;1.5;;
BAS;10.06.1866 00:00;;;21.4;3.7;;
BAS;11.06.1866 00:00;;;22;4.2;;
BAS;12.06.1866 00:00;;;21.2;3.3;;
BAS;13.06.1866 00:00;;;16.5;-1.5;;
BAS;14.06.1866 00:00;;;13.7;-4.4;;
BAS;15.06.1866 00:00;;;15.4;-2.8;;
BAS;16.06.1866 00:00;;;14.9;-3.4;;
BAS;17.06.1866 00:00;;;11.5;-6.9;;
BAS;18.06.1866 00:00;;;13.3;-5.2;;
BAS;19.06.1866 00:00;;;17.5;-1.1;;
BAS;20.06.1866 00:00;;;19;0.3;;
BAS;21.06.1866 00:00;;;19.9;1.1;;
BAS;22.06.1866 00:00;;;20.8;1.9;;
BAS;23.06.1866 00:00;;;20.6;1.7;;
BAS;24.06.1866 00:00;;;20.6;1.6;;
BAS;25.06.1866 00:00;;;20.3;1.2;;
BAS;26.06.1866 00:00;;;19.5;0.3;;
BAS;27.06.1866 00:00;;;18.3;-0.9;;
BAS;28.06.1866 00:00;;;22.2;2.9;;
BAS;29.06.1866 00:00;;;22;2.6;;
BAS;30.06.1866 00:00;;;18.6;-0.8;;
BAS;01.07.1866 00:00;;;17.9;-1.7;;
BAS;02.07.1866 00:00;;;16;-3.6;;
BAS;03.07.1866 00:00;;;14.4;-5.3;;
BAS;04.07.1866 00:00;;;16.5;-3.3;;
BAS;05.07.1866 00:00;;;15.2;-4.6;;
BAS;06.07.1866 00:00;;;16.2;-3.7;;
BAS;07.07.1866 00:00;;;14.5;-5.4;;
BAS;08.07.1866 00:00;;;15.1;-4.9;;
BAS;09.07.1866 00:00;;;17.7;-2.3;;
BAS;10.07.1866 00:00;;;20.1;0.1;;
BAS;11.07.1866 00:00;;;20.1;0;;
BAS;12.07.1866 00:00;;;21.2;1.1;;
BAS;13.07.1866 00:00;;;22;1.8;;
BAS;14.07.1866 00:00;;;22.9;2.7;;
BAS;15.07.1866 00:00;;;24.5;4.3;;
BAS;16.07.1866 00:00;;;23.2;2.9;;
BAS;17.07.1866 00:00;;;21.4;1.1;;
BAS;18.07.1866 00:00;;;22.9;2.6;;
BAS;19.07.1866 00:00;;;16.9;-3.5;;
BAS;20.07.1866 00:00;;;16;-4.4;;
BAS;21.07.1866 00:00;;;15.9;-4.5;;
BAS;22.07.1866 00:00;;;16.3;-4.1;;
BAS;23.07.1866 00:00;;;17.4;-3.1;;
BAS;24.07.1866 00:00;;;16.1;-4.4;;
BAS;25.07.1866 00:00;;;17.2;-3.3;;
BAS;26.07.1866 00:00;;;15.8;-4.7;;
BAS;27.07.1866 00:00;;;16.5;-4;;
BAS;28.07.1866 00:00;;;16.7;-3.8;;
BAS;29.07.1866 00:00;;;15.9;-4.7;;
BAS;30.07.1866 00:00;;;14.2;-6.4;;
BAS;31.07.1866 00:00;;;12.7;-7.9;;
BAS;01.08.1866 00:00;;;13.5;-7.1;;
BAS;02.08.1866 00:00;;;14.4;-6.2;;
BAS;03.08.1866 00:00;;;16.7;-3.9;;
BAS;04.08.1866 00:00;;;16.5;-4;;
BAS;05.08.1866 00:00;;;14.1;-6.4;;
BAS;06.08.1866 00:00;;;14.1;-6.4;;
BAS;07.08.1866 00:00;;;17.5;-3;;
BAS;08.08.1866 00:00;;;17.6;-2.8;;
BAS;09.08.1866 00:00;;;16.5;-3.9;;
BAS;10.08.1866 00:00;;;14.5;-5.8;;
BAS;11.08.1866 00:00;;;11.3;-9;;
BAS;12.08.1866 00:00;;;11.9;-8.3;;
BAS;13.08.1866 00:00;;;13.1;-7.1;;
BAS;14.08.1866 00:00;;;14.3;-5.8;;
BAS;15.08.1866 00:00;;;14.7;-5.3;;
BAS;16.08.1866 00:00;;;15.8;-4.1;;
BAS;17.08.1866 00:00;;;15.2;-4.6;;
BAS;18.08.1866 00:00;;;14.1;-5.6;;
BAS;19.08.1866 00:00;;;15.8;-3.8;;
BAS;20.08.1866 00:00;;;16.8;-2.7;;
BAS;21.08.1866 00:00;;;16.9;-2.5;;
BAS;22.08.1866 00:00;;;16.8;-2.5;;
BAS;23.08.1866 00:00;;;16.2;-3;;
BAS;24.08.1866 00:00;;;19.4;0.3;;
BAS;25.08.1866 00:00;;;18.3;-0.6;;
BAS;26.08.1866 00:00;;;18.3;-0.5;;
BAS;27.08.1866 00:00;;;19.7;1;;
BAS;28.08.1866 00:00;;;18;-0.5;;
BAS;29.08.1866 00:00;;;13.5;-4.9;;
BAS;30.08.1866 00:00;;;13.4;-4.8;;
BAS;31.08.1866 00:00;;;15.8;-2.2;;
BAS;01.09.1866 00:00;;;14.1;-3.6;;
BAS;02.09.1866 00:00;;;15.7;-1.8;;
BAS;03.09.1866 00:00;;;12.7;-4.6;;
BAS;04.09.1866 00:00;;;14.1;-3.1;;
BAS;05.09.1866 00:00;;;18.4;1.4;;
BAS;06.09.1866 00:00;;;18.2;1.4;;
BAS;07.09.1866 00:00;;;17.9;1.2;;
BAS;08.09.1866 00:00;;;15.7;-0.8;;
BAS;09.09.1866 00:00;;;13.1;-3.2;;
BAS;10.09.1866 00:00;;;13.7;-2.5;;
BAS;11.09.1866 00:00;;;13.5;-2.5;;
BAS;12.09.1866 00:00;;;12.8;-3.1;;
BAS;13.09.1866 00:00;;;15.1;-0.6;;
BAS;14.09.1866 00:00;;;17;1.4;;
BAS;15.09.1866 00:00;;;13.4;-2;;
BAS;16.09.1866 00:00;;;12.5;-2.8;;
BAS;17.09.1866 00:00;;;12.1;-3;;
BAS;18.09.1866 00:00;;;9.9;-5.1;;
BAS;19.09.1866 00:00;;;9.5;-5.3;;
BAS;20.09.1866 00:00;;;12.5;-2.2;;
BAS;21.09.1866 00:00;;;14.6;0.1;;
BAS;22.09.1866 00:00;;;17.1;2.7;;
BAS;23.09.1866 00:00;;;17;2.7;;
BAS;24.09.1866 00:00;;;15.9;1.8;;
BAS;25.09.1866 00:00;;;13.4;-0.6;;
BAS;26.09.1866 00:00;;;14.1;0.2;;
BAS;27.09.1866 00:00;;;14.8;1;;
BAS;28.09.1866 00:00;;;15;1.4;;
BAS;29.09.1866 00:00;;;15.1;1.6;;
BAS;30.09.1866 00:00;;;15.4;2;;
BAS;01.10.1866 00:00;;;15.5;2.3;;
BAS;02.10.1866 00:00;;;15;1.9;;
BAS;03.10.1866 00:00;;;16;3.1;;
BAS;04.10.1866 00:00;;;16.2;3.4;;
BAS;05.10.1866 00:00;;;15.2;2.5;;
BAS;06.10.1866 00:00;;;12.8;0.2;;
BAS;07.10.1866 00:00;;;10.5;-1.9;;
BAS;08.10.1866 00:00;;;9.9;-2.4;;
BAS;09.10.1866 00:00;;;10.4;-1.8;;
BAS;10.10.1866 00:00;;;10.4;-1.6;;
